#                                                                                                                           --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                       accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                               ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
537718at33208_6669_0:00507f|TRINITY_DN85821_c14_g1_i1:201-1097|+    -            299 537718at33208        -            243     1e-64  217.4   3.0   1   1   2.2e-65   3.9e-64  215.5   3.0     1   242     1   298     1   299 0.84 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i12:2433-3398|+   -            322 537718at33208        -            243   3.2e-07   29.1   0.6   3   3       4.1        75    1.7   0.0    41    59   267   285   261   322 0.58 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i1:2387-3352|+    -            322 537718at33208        -            243   3.2e-07   29.1   0.6   1   3      0.55        10    4.6   0.0   112   132    30    50    14    73 0.82 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i1:2387-3352|+    -            322 537718at33208        -            243   3.2e-07   29.1   0.6   2   3   3.1e-05   0.00056   18.5   0.0    36    87   126   179   111   189 0.85 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i1:2387-3352|+    -            322 537718at33208        -            243   3.2e-07   29.1   0.6   3   3       4.1        75    1.7   0.0    41    59   267   285   261   322 0.58 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i4:2507-3472|+    -            322 537718at33208        -            243   3.2e-07   29.1   0.6   1   3      0.55        10    4.6   0.0   112   132    30    50    14    73 0.82 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i4:2507-3472|+    -            322 537718at33208        -            243   3.2e-07   29.1   0.6   2   3   3.1e-05   0.00056   18.5   0.0    36    87   126   179   111   189 0.85 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i4:2507-3472|+    -            322 537718at33208        -            243   3.2e-07   29.1   0.6   3   3       4.1        75    1.7   0.0    41    59   267   285   261   322 0.58 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i7:2262-3227|+    -            322 537718at33208        -            243   3.2e-07   29.1   0.6   1   3      0.55        10    4.6   0.0   112   132    30    50    14    73 0.82 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i7:2262-3227|+    -            322 537718at33208        -            243   3.2e-07   29.1   0.6   2   3   3.1e-05   0.00056   18.5   0.0    36    87   126   179   111   189 0.85 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i7:2262-3227|+    -            322 537718at33208        -            243   3.2e-07   29.1   0.6   3   3       4.1        75    1.7   0.0    41    59   267   285   261   322 0.58 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i8:2438-3403|+    -            322 537718at33208        -            243   3.2e-07   29.1   0.6   1   3      0.55        10    4.6   0.0   112   132    30    50    14    73 0.82 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i8:2438-3403|+    -            322 537718at33208        -            243   3.2e-07   29.1   0.6   2   3   3.1e-05   0.00056   18.5   0.0    36    87   126   179   111   189 0.85 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i8:2438-3403|+    -            322 537718at33208        -            243   3.2e-07   29.1   0.6   3   3       4.1        75    1.7   0.0    41    59   267   285   261   322 0.58 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i9:2558-3523|+    -            322 537718at33208        -            243   3.2e-07   29.1   0.6   1   3      0.55        10    4.6   0.0   112   132    30    50    14    73 0.82 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i9:2558-3523|+    -            322 537718at33208        -            243   3.2e-07   29.1   0.6   2   3   3.1e-05   0.00056   18.5   0.0    36    87   126   179   111   189 0.85 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i9:2558-3523|+    -            322 537718at33208        -            243   3.2e-07   29.1   0.6   3   3       4.1        75    1.7   0.0    41    59   267   285   261   322 0.58 -
361203at33208_294128_0:0021eb|TRINITY_DN81477_c5_g1_i3:884-2173|-   -            430 537718at33208        -            243   3.5e-07   29.0   3.2   1   2     0.024      0.43    9.0   0.1    76   132    56   116    33   121 0.68 -
361203at33208_294128_0:0021eb|TRINITY_DN81477_c5_g1_i3:884-2173|-   -            430 537718at33208        -            243   3.5e-07   29.0   3.2   2   2     4e-05   0.00072   18.1   0.4    65   195   177   330   174   343 0.71 -
414579at33208_1608454_0:0055f3|TRINITY_DN87111_c8_g1_i2:933-1883|+  -            317 537718at33208        -            243   3.6e-07   29.0   0.1   1   2   7.5e-05    0.0014   17.2   0.1    27   132     8   131     2   156 0.68 -
414579at33208_1608454_0:0055f3|TRINITY_DN87111_c8_g1_i2:933-1883|+  -            317 537718at33208        -            243   3.6e-07   29.0   0.1   2   2     0.018      0.33    9.4   0.0    41   128   217   317   206   317 0.68 -
414579at33208_1608454_0:0055f3|TRINITY_DN87111_c8_g1_i5:933-1883|+  -            317 537718at33208        -            243   3.6e-07   29.0   0.1   1   2   7.5e-05    0.0014   17.2   0.1    27   132     8   131     2   156 0.68 -
414579at33208_1608454_0:0055f3|TRINITY_DN87111_c8_g1_i5:933-1883|+  -            317 537718at33208        -            243   3.6e-07   29.0   0.1   2   2     0.018      0.33    9.4   0.0    41   128   217   317   206   317 0.68 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i11:640-1659|+   -            340 537718at33208        -            243   3.6e-07   29.0   1.3   1   2   4.3e-07   7.9e-06   24.6   0.2    28   130     6   121     1   132 0.68 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i11:640-1659|+   -            340 537718at33208        -            243   3.6e-07   29.0   1.3   2   2       2.7        49    2.3   0.0   117   130   325   338   298   340 0.74 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i13:640-1659|+   -            340 537718at33208        -            243   3.6e-07   29.0   1.3   1   2   4.3e-07   7.9e-06   24.6   0.2    28   130     6   121     1   132 0.68 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i13:640-1659|+   -            340 537718at33208        -            243   3.6e-07   29.0   1.3   2   2       2.7        49    2.3   0.0   117   130   325   338   298   340 0.74 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i15:640-1659|+   -            340 537718at33208        -            243   3.6e-07   29.0   1.3   1   2   4.3e-07   7.9e-06   24.6   0.2    28   130     6   121     1   132 0.68 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i15:640-1659|+   -            340 537718at33208        -            243   3.6e-07   29.0   1.3   2   2       2.7        49    2.3   0.0   117   130   325   338   298   340 0.74 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i16:826-1845|+   -            340 537718at33208        -            243   3.6e-07   29.0   1.3   1   2   4.3e-07   7.9e-06   24.6   0.2    28   130     6   121     1   132 0.68 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i16:826-1845|+   -            340 537718at33208        -            243   3.6e-07   29.0   1.3   2   2       2.7        49    2.3   0.0   117   130   325   338   298   340 0.74 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i17:826-1845|+   -            340 537718at33208        -            243   3.6e-07   29.0   1.3   1   2   4.3e-07   7.9e-06   24.6   0.2    28   130     6   121     1   132 0.68 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i17:826-1845|+   -            340 537718at33208        -            243   3.6e-07   29.0   1.3   2   2       2.7        49    2.3   0.0   117   130   325   338   298   340 0.74 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i18:826-1845|+   -            340 537718at33208        -            243   3.6e-07   29.0   1.3   1   2   4.3e-07   7.9e-06   24.6   0.2    28   130     6   121     1   132 0.68 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i18:826-1845|+   -            340 537718at33208        -            243   3.6e-07   29.0   1.3   2   2       2.7        49    2.3   0.0   117   130   325   338   298   340 0.74 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i19:826-1845|+   -            340 537718at33208        -            243   3.6e-07   29.0   1.3   1   2   4.3e-07   7.9e-06   24.6   0.2    28   130     6   121     1   132 0.68 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i19:826-1845|+   -            340 537718at33208        -            243   3.6e-07   29.0   1.3   2   2       2.7        49    2.3   0.0   117   130   325   338   298   340 0.74 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i1:640-1659|+    -            340 537718at33208        -            243   3.6e-07   29.0   1.3   1   2   4.3e-07   7.9e-06   24.6   0.2    28   130     6   121     1   132 0.68 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i1:640-1659|+    -            340 537718at33208        -            243   3.6e-07   29.0   1.3   2   2       2.7        49    2.3   0.0   117   130   325   338   298   340 0.74 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i21:640-1659|+   -            340 537718at33208        -            243   3.6e-07   29.0   1.3   1   2   4.3e-07   7.9e-06   24.6   0.2    28   130     6   121     1   132 0.68 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i21:640-1659|+   -            340 537718at33208        -            243   3.6e-07   29.0   1.3   2   2       2.7        49    2.3   0.0   117   130   325   338   298   340 0.74 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i23:640-1659|+   -            340 537718at33208        -            243   3.6e-07   29.0   1.3   1   2   4.3e-07   7.9e-06   24.6   0.2    28   130     6   121     1   132 0.68 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i23:640-1659|+   -            340 537718at33208        -            243   3.6e-07   29.0   1.3   2   2       2.7        49    2.3   0.0   117   130   325   338   298   340 0.74 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i25:640-1659|+   -            340 537718at33208        -            243   3.6e-07   29.0   1.3   1   2   4.3e-07   7.9e-06   24.6   0.2    28   130     6   121     1   132 0.68 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i25:640-1659|+   -            340 537718at33208        -            243   3.6e-07   29.0   1.3   2   2       2.7        49    2.3   0.0   117   130   325   338   298   340 0.74 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i27:826-1845|+   -            340 537718at33208        -            243   3.6e-07   29.0   1.3   1   2   4.3e-07   7.9e-06   24.6   0.2    28   130     6   121     1   132 0.68 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i27:826-1845|+   -            340 537718at33208        -            243   3.6e-07   29.0   1.3   2   2       2.7        49    2.3   0.0   117   130   325   338   298   340 0.74 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i28:640-1659|+   -            340 537718at33208        -            243   3.6e-07   29.0   1.3   1   2   4.3e-07   7.9e-06   24.6   0.2    28   130     6   121     1   132 0.68 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i28:640-1659|+   -            340 537718at33208        -            243   3.6e-07   29.0   1.3   2   2       2.7        49    2.3   0.0   117   130   325   338   298   340 0.74 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i5:826-1845|+    -            340 537718at33208        -            243   3.6e-07   29.0   1.3   1   2   4.3e-07   7.9e-06   24.6   0.2    28   130     6   121     1   132 0.68 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i5:826-1845|+    -            340 537718at33208        -            243   3.6e-07   29.0   1.3   2   2       2.7        49    2.3   0.0   117   130   325   338   298   340 0.74 -
357580at33208_45779_0:001b96|TRINITY_DN90217_c3_g1_i1:390-1208|+    -            273 537718at33208        -            243   3.6e-07   28.9   0.0   1   3   6.9e-05    0.0013   17.3   0.0    26    89     3    76     1   103 0.74 -
357580at33208_45779_0:001b96|TRINITY_DN90217_c3_g1_i1:390-1208|+    -            273 537718at33208        -            243   3.6e-07   28.9   0.0   2   3     0.077       1.4    7.4   0.0    28    64    98   134    85   145 0.79 -
357580at33208_45779_0:001b96|TRINITY_DN90217_c3_g1_i1:390-1208|+    -            273 537718at33208        -            243   3.6e-07   28.9   0.0   3   3       9.4   1.7e+02    0.5   0.0    36    53   161   178   142   202 0.80 -
357580at33208_45779_0:001b96|TRINITY_DN90217_c3_g1_i6:292-1110|+    -            273 537718at33208        -            243   3.6e-07   28.9   0.0   1   3   6.9e-05    0.0013   17.3   0.0    26    89     3    76     1   103 0.74 -
357580at33208_45779_0:001b96|TRINITY_DN90217_c3_g1_i6:292-1110|+    -            273 537718at33208        -            243   3.6e-07   28.9   0.0   2   3     0.077       1.4    7.4   0.0    28    64    98   134    85   145 0.79 -
357580at33208_45779_0:001b96|TRINITY_DN90217_c3_g1_i6:292-1110|+    -            273 537718at33208        -            243   3.6e-07   28.9   0.0   3   3       9.4   1.7e+02    0.5   0.0    36    53   161   178   142   202 0.80 -
361203at33208_294128_0:0021eb|TRINITY_DN81477_c5_g1_i2:884-2479|-   -            430 537718at33208        -            243   4.3e-07   28.7   3.4   1   2     0.024      0.43    9.0   0.1    76   132    56   116    33   121 0.68 -
361203at33208_294128_0:0021eb|TRINITY_DN81477_c5_g1_i2:884-2479|-   -            430 537718at33208        -            243   4.3e-07   28.7   3.4   2   2     4e-05   0.00072   18.1   0.5    65   195   177   330   173   343 0.71 -
153034at33208_136037_0:000a01|TRINITY_DN73479_c18_g1_i4:166-1983|-  -            606 537718at33208        -            243   4.4e-07   28.7   0.3   1   2   7.7e-07   1.4e-05   23.7   0.3    58   130    43   122    28   145 0.79 -
153034at33208_136037_0:000a01|TRINITY_DN73479_c18_g1_i4:166-1983|-  -            606 537718at33208        -            243   4.4e-07   28.7   0.3   2   2       4.4        81    1.6   0.0   107   135   246   274   239   284 0.87 -
365323at33208_29029_0:0017a1|TRINITY_DN80667_c15_g1_i2:152-889|+    -            246 537718at33208        -            243   4.5e-07   28.6   0.1   1   2    0.0061      0.11   11.0   0.0    38    91    25    86    22    96 0.69 -
365323at33208_29029_0:0017a1|TRINITY_DN80667_c15_g1_i2:152-889|+    -            246 537718at33208        -            243   4.5e-07   28.6   0.1   2   2   0.00068     0.012   14.1   0.0    32    74   128   170   116   198 0.81 -
357580at33208_28612_0:0048be|TRINITY_DN90217_c3_g1_i2:292-1158|+    -            289 537718at33208        -            243   4.6e-07   28.6   0.0   1   2   0.00011     0.002   16.7   0.0    26    88     3    75     1    86 0.72 -
357580at33208_28612_0:0048be|TRINITY_DN90217_c3_g1_i2:292-1158|+    -            289 537718at33208        -            243   4.6e-07   28.6   0.0   2   2     0.086       1.6    7.2   0.0    28    64    98   134    85   144 0.79 -
357580at33208_28612_0:0048be|TRINITY_DN90217_c3_g1_i4:390-1256|+    -            289 537718at33208        -            243   4.6e-07   28.6   0.0   1   2   0.00011     0.002   16.7   0.0    26    88     3    75     1    86 0.72 -
357580at33208_28612_0:0048be|TRINITY_DN90217_c3_g1_i4:390-1256|+    -            289 537718at33208        -            243   4.6e-07   28.6   0.0   2   2     0.086       1.6    7.2   0.0    28    64    98   134    85   144 0.79 -
153034at33208_136037_0:000a01|TRINITY_DN73479_c18_g1_i2:166-2306|-  -            606 537718at33208        -            243   5.1e-07   28.4   0.3   1   2   7.7e-07   1.4e-05   23.7   0.3    58   130    43   122    28   145 0.79 -
153034at33208_136037_0:000a01|TRINITY_DN73479_c18_g1_i2:166-2306|-  -            606 537718at33208        -            243   5.1e-07   28.4   0.3   2   2         5        92    1.4   0.0   107   135   246   274   239   284 0.88 -
179485at33208_294128_0:004380|TRINITY_DN73327_c12_g1_i1:119-1282|-  -            388 537718at33208        -            243   8.9e-07   27.7   0.0   1   3       9.1   1.7e+02    0.6   0.0    46    91    39    87    34    98 0.75 -
179485at33208_294128_0:004380|TRINITY_DN73327_c12_g1_i1:119-1282|-  -            388 537718at33208        -            243   8.9e-07   27.7   0.0   2   3   1.3e-05   0.00023   19.7   0.0    38   134   163   267   142   278 0.84 -
179485at33208_294128_0:004380|TRINITY_DN73327_c12_g1_i1:119-1282|-  -            388 537718at33208        -            243   8.9e-07   27.7   0.0   3   3       2.6        47    2.4   0.0   104   133   323   352   280   365 0.73 -
179485at33208_66420_0:002718|TRINITY_DN91196_c4_g1_i9:88-999|+      -            304 537718at33208        -            243   9.3e-07   27.6   0.6   1   3   6.8e-06   0.00012   20.6   0.1    36    88    81   135    68   140 0.90 -
179485at33208_66420_0:002718|TRINITY_DN91196_c4_g1_i9:88-999|+      -            304 537718at33208        -            243   9.3e-07   27.6   0.6   2   3       1.9        34    2.8   0.0    67   131   155   228   149   240 0.59 -
