#                                                                                                                           --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                       accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                               ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
581717at33208_6669_0:00081f|TRINITY_DN74244_c12_g1_i2:358-1305|-    -            316 581717at33208        -            249   3.4e-63  212.2   0.4   1   1   1.2e-62   3.4e-61  205.7   0.4    33   232    81   315    35   316 0.79 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i20:1832-2602|+  -            257 581717at33208        -            249    0.0029   15.9   0.0   2   2    0.0023     0.064   11.5   0.0   160   223    80   146    66   153 0.83 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i21:1793-2563|+  -            257 581717at33208        -            249    0.0029   15.9   0.0   1   2       3.2        88    1.2   0.0    77    90    34    47    28    53 0.88 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i21:1793-2563|+  -            257 581717at33208        -            249    0.0029   15.9   0.0   2   2    0.0023     0.064   11.5   0.0   160   223    80   146    66   153 0.83 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i24:1863-2633|+  -            257 581717at33208        -            249    0.0029   15.9   0.0   1   2       3.2        88    1.2   0.0    77    90    34    47    28    53 0.88 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i24:1863-2633|+  -            257 581717at33208        -            249    0.0029   15.9   0.0   2   2    0.0023     0.064   11.5   0.0   160   223    80   146    66   153 0.83 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i25:1851-2621|+  -            257 581717at33208        -            249    0.0029   15.9   0.0   1   2       3.2        88    1.2   0.0    77    90    34    47    28    53 0.88 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i25:1851-2621|+  -            257 581717at33208        -            249    0.0029   15.9   0.0   2   2    0.0023     0.064   11.5   0.0   160   223    80   146    66   153 0.83 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i27:1844-2614|+  -            257 581717at33208        -            249    0.0029   15.9   0.0   1   2       3.2        88    1.2   0.0    77    90    34    47    28    53 0.88 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i27:1844-2614|+  -            257 581717at33208        -            249    0.0029   15.9   0.0   2   2    0.0023     0.064   11.5   0.0   160   223    80   146    66   153 0.83 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i28:1832-2602|+  -            257 581717at33208        -            249    0.0029   15.9   0.0   1   2       3.2        88    1.2   0.0    77    90    34    47    28    53 0.88 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i28:1832-2602|+  -            257 581717at33208        -            249    0.0029   15.9   0.0   2   2    0.0023     0.064   11.5   0.0   160   223    80   146    66   153 0.83 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i29:1874-2644|+  -            257 581717at33208        -            249    0.0029   15.9   0.0   1   2       3.2        88    1.2   0.0    77    90    34    47    28    53 0.88 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i29:1874-2644|+  -            257 581717at33208        -            249    0.0029   15.9   0.0   2   2    0.0023     0.064   11.5   0.0   160   223    80   146    66   153 0.83 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i30:1821-2591|+  -            257 581717at33208        -            249    0.0029   15.9   0.0   1   2       3.2        88    1.2   0.0    77    90    34    47    28    53 0.88 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i30:1821-2591|+  -            257 581717at33208        -            249    0.0029   15.9   0.0   2   2    0.0023     0.064   11.5   0.0   160   223    80   146    66   153 0.83 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i33:1863-2633|+  -            257 581717at33208        -            249    0.0029   15.9   0.0   1   2       3.2        88    1.2   0.0    77    90    34    47    28    53 0.88 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i33:1863-2633|+  -            257 581717at33208        -            249    0.0029   15.9   0.0   2   2    0.0023     0.064   11.5   0.0   160   223    80   146    66   153 0.83 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i34:1833-2603|+  -            257 581717at33208        -            249    0.0029   15.9   0.0   1   2       3.2        88    1.2   0.0    77    90    34    47    28    53 0.88 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i34:1833-2603|+  -            257 581717at33208        -            249    0.0029   15.9   0.0   2   2    0.0023     0.064   11.5   0.0   160   223    80   146    66   153 0.83 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i3:1793-2563|+   -            257 581717at33208        -            249    0.0029   15.9   0.0   1   2       3.2        88    1.2   0.0    77    90    34    47    28    53 0.88 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i3:1793-2563|+   -            257 581717at33208        -            249    0.0029   15.9   0.0   2   2    0.0023     0.064   11.5   0.0   160   223    80   146    66   153 0.83 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i4:1862-2632|+   -            257 581717at33208        -            249    0.0029   15.9   0.0   1   2       3.2        88    1.2   0.0    77    90    34    47    28    53 0.88 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i4:1862-2632|+   -            257 581717at33208        -            249    0.0029   15.9   0.0   2   2    0.0023     0.064   11.5   0.0   160   223    80   146    66   153 0.83 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i6:1862-2632|+   -            257 581717at33208        -            249    0.0029   15.9   0.0   1   2       3.2        88    1.2   0.0    77    90    34    47    28    53 0.88 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i6:1862-2632|+   -            257 581717at33208        -            249    0.0029   15.9   0.0   2   2    0.0023     0.064   11.5   0.0   160   223    80   146    66   153 0.83 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i7:1844-2614|+   -            257 581717at33208        -            249    0.0029   15.9   0.0   1   2       3.2        88    1.2   0.0    77    90    34    47    28    53 0.88 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i7:1844-2614|+   -            257 581717at33208        -            249    0.0029   15.9   0.0   2   2    0.0023     0.064   11.5   0.0   160   223    80   146    66   153 0.83 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i8:1823-2593|+   -            257 581717at33208        -            249    0.0029   15.9   0.0   1   2       3.2        88    1.2   0.0    77    90    34    47    28    53 0.88 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i8:1823-2593|+   -            257 581717at33208        -            249    0.0029   15.9   0.0   2   2    0.0023     0.064   11.5   0.0   160   223    80   146    66   153 0.83 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i9:1833-2603|+   -            257 581717at33208        -            249    0.0029   15.9   0.0   1   2       3.2        88    1.2   0.0    77    90    34    47    28    53 0.88 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i9:1833-2603|+   -            257 581717at33208        -            249    0.0029   15.9   0.0   2   2    0.0023     0.064   11.5   0.0   160   223    80   146    66   153 0.83 -
398013at33208_7719_0:000438|TRINITY_DN93240_c4_g1_i7:1235-1771|+    -            179 581717at33208        -            249    0.0029   15.9   0.0   1   3      0.14       3.8    5.7   0.0   172   215    14    57     4    62 0.85 -
398013at33208_7719_0:000438|TRINITY_DN93240_c4_g1_i7:1235-1771|+    -            179 581717at33208        -            249    0.0029   15.9   0.0   2   3     0.085       2.3    6.4   0.0   156   228    38   112    34   144 0.87 -
398013at33208_7719_0:000438|TRINITY_DN93240_c4_g1_i7:1235-1771|+    -            179 581717at33208        -            249    0.0029   15.9   0.0   3   3     0.097       2.7    6.2   0.0   157   209   125   179    65   179 0.58 -
357580at33208_259920_0:0045cc|TRINITY_DN76830_c5_g1_i4:151-390|+    -             80 581717at33208        -            249     0.003   15.9   0.0   1   2    0.0014     0.038   12.3   0.0   177   213     2    38     1    47 0.90 -
357580at33208_259920_0:0045cc|TRINITY_DN76830_c5_g1_i4:151-390|+    -             80 581717at33208        -            249     0.003   15.9   0.0   2   2      0.88        24    3.1   0.0   173   203    40    70    35    79 0.83 -
103854at33208_6573_0:0002e0|TRINITY_DN91361_c6_g1_i4:23-766|+       -            248 581717at33208        -            249    0.0031   15.8   0.0   1   1   0.00018     0.005   15.1   0.0   154   212    34    93    18   113 0.84 -
103854at33208_6573_0:0002e0|TRINITY_DN91361_c6_g1_i6:129-872|+      -            248 581717at33208        -            249    0.0031   15.8   0.0   1   1   0.00018     0.005   15.1   0.0   154   212    34    93    18   113 0.84 -
103854at33208_6573_0:0002e0|TRINITY_DN91361_c6_g1_i7:272-1015|+     -            248 581717at33208        -            249    0.0031   15.8   0.0   1   1   0.00018     0.005   15.1   0.0   154   212    34    93    18   113 0.84 -
361203at33208_7237_0:002fcb|TRINITY_DN82560_c3_g1_i3:763-1602|+     -            280 581717at33208        -            249    0.0034   15.7   0.1   1   4      0.41        11    4.1   0.0   180   214    17    51     7    55 0.88 -
361203at33208_7237_0:002fcb|TRINITY_DN82560_c3_g1_i3:763-1602|+     -            280 581717at33208        -            249    0.0034   15.7   0.1   2   4       0.3       8.3    4.6   0.0   183   221    67   105    54   124 0.84 -
361203at33208_7237_0:002fcb|TRINITY_DN82560_c3_g1_i3:763-1602|+     -            280 581717at33208        -            249    0.0034   15.7   0.1   3   4       4.5   1.2e+02    0.7   0.0   123   172   124   183   117   186 0.52 -
361203at33208_7237_0:002fcb|TRINITY_DN82560_c3_g1_i3:763-1602|+     -            280 581717at33208        -            249    0.0034   15.7   0.1   4   4       1.9        51    2.0   0.0   113   171   157   216   148   245 0.75 -
361203at33208_7237_0:002fcb|TRINITY_DN82560_c3_g1_i5:763-1602|+     -            280 581717at33208        -            249    0.0034   15.7   0.1   1   4      0.41        11    4.1   0.0   180   214    17    51     7    55 0.88 -
361203at33208_7237_0:002fcb|TRINITY_DN82560_c3_g1_i5:763-1602|+     -            280 581717at33208        -            249    0.0034   15.7   0.1   2   4       0.3       8.3    4.6   0.0   183   221    67   105    54   124 0.84 -
361203at33208_7237_0:002fcb|TRINITY_DN82560_c3_g1_i5:763-1602|+     -            280 581717at33208        -            249    0.0034   15.7   0.1   3   4       4.5   1.2e+02    0.7   0.0   123   172   124   183   117   186 0.52 -
361203at33208_7237_0:002fcb|TRINITY_DN82560_c3_g1_i5:763-1602|+     -            280 581717at33208        -            249    0.0034   15.7   0.1   4   4       1.9        51    2.0   0.0   113   171   157   216   148   245 0.75 -
453052at33208_8355_0:0033da|TRINITY_DN73002_c10_g2_i4:215-928|+     -            238 581717at33208        -            249    0.0034   15.7   0.2   1   2    0.0008     0.022   13.0   0.0   172   212    79   119    47   124 0.84 -
453052at33208_8355_0:0033da|TRINITY_DN73002_c10_g2_i4:215-928|+     -            238 581717at33208        -            249    0.0034   15.7   0.2   2   2       1.8        50    2.0   0.0   168   212   117   161   116   184 0.87 -
103854at33208_51655_0:0014cf|TRINITY_DN91361_c6_g1_i11:284-529|+    -             82 581717at33208        -            249    0.0037   15.6   0.0   1   1   0.00014    0.0038   15.5   0.0   154   203    30    80    12    82 0.89 -
103854at33208_51655_0:0014cf|TRINITY_DN91361_c6_g1_i12:141-386|+    -             82 581717at33208        -            249    0.0037   15.6   0.0   1   1   0.00014    0.0038   15.5   0.0   154   203    30    80    12    82 0.89 -
414579at33208_45351_0:002918|TRINITY_DN90394_c3_g1_i3:189-1022|-    -            278 581717at33208        -            249    0.0038   15.5   0.0   1   3       5.5   1.5e+02    0.5   0.0    13    36     6    30     3    34 0.82 -
414579at33208_45351_0:002918|TRINITY_DN90394_c3_g1_i3:189-1022|-    -            278 581717at33208        -            249    0.0038   15.5   0.0   2   3     0.022       0.6    8.3   0.0    97   151    49   103    40   124 0.80 -
414579at33208_45351_0:002918|TRINITY_DN90394_c3_g1_i3:189-1022|-    -            278 581717at33208        -            249    0.0038   15.5   0.0   3   3       1.6        43    2.2   0.0   148   193   164   213   145   245 0.60 -
414579at33208_45351_0:002918|TRINITY_DN90394_c3_g1_i4:189-1022|-    -            278 581717at33208        -            249    0.0038   15.5   0.0   1   3       5.5   1.5e+02    0.5   0.0    13    36     6    30     3    34 0.82 -
414579at33208_45351_0:002918|TRINITY_DN90394_c3_g1_i4:189-1022|-    -            278 581717at33208        -            249    0.0038   15.5   0.0   2   3     0.022       0.6    8.3   0.0    97   151    49   103    40   124 0.80 -
414579at33208_45351_0:002918|TRINITY_DN90394_c3_g1_i4:189-1022|-    -            278 581717at33208        -            249    0.0038   15.5   0.0   3   3       1.6        43    2.2   0.0   148   193   164   213   145   245 0.60 -
414579at33208_45351_0:002918|TRINITY_DN90394_c3_g1_i5:189-1022|-    -            278 581717at33208        -            249    0.0038   15.5   0.0   1   3       5.5   1.5e+02    0.5   0.0    13    36     6    30     3    34 0.82 -
414579at33208_45351_0:002918|TRINITY_DN90394_c3_g1_i5:189-1022|-    -            278 581717at33208        -            249    0.0038   15.5   0.0   2   3     0.022       0.6    8.3   0.0    97   151    49   103    40   124 0.80 -
414579at33208_45351_0:002918|TRINITY_DN90394_c3_g1_i5:189-1022|-    -            278 581717at33208        -            249    0.0038   15.5   0.0   3   3       1.6        43    2.2   0.0   148   193   164   213   145   245 0.60 -
414579at33208_45351_0:002918|TRINITY_DN90394_c3_g1_i8:189-1022|-    -            278 581717at33208        -            249    0.0038   15.5   0.0   1   3       5.5   1.5e+02    0.5   0.0    13    36     6    30     3    34 0.82 -
414579at33208_45351_0:002918|TRINITY_DN90394_c3_g1_i8:189-1022|-    -            278 581717at33208        -            249    0.0038   15.5   0.0   2   3     0.022       0.6    8.3   0.0    97   151    49   103    40   124 0.80 -
414579at33208_45351_0:002918|TRINITY_DN90394_c3_g1_i8:189-1022|-    -            278 581717at33208        -            249    0.0038   15.5   0.0   3   3       1.6        43    2.2   0.0   148   193   164   213   145   245 0.60 -
448514at33208_441894_0:001fa2|TRINITY_DN84398_c2_g1_i2:1217-1498|+  -             94 581717at33208        -            249    0.0041   15.4   0.0   1   2    0.0011      0.03   12.6   0.0   171   209    10    48     7    53 0.92 -
448514at33208_441894_0:001fa2|TRINITY_DN84398_c2_g1_i2:1217-1498|+  -             94 581717at33208        -            249    0.0041   15.4   0.0   2   2       4.1   1.1e+02    0.9   0.0   173   203    54    84    51    87 0.83 -
448514at33208_441894_0:001fa2|TRINITY_DN84398_c2_g1_i4:1503-1784|+  -             94 581717at33208        -            249    0.0041   15.4   0.0   1   2    0.0011      0.03   12.6   0.0   171   209    10    48     7    53 0.92 -
448514at33208_441894_0:001fa2|TRINITY_DN84398_c2_g1_i4:1503-1784|+  -             94 581717at33208        -            249    0.0041   15.4   0.0   2   2       4.1   1.1e+02    0.9   0.0   173   203    54    84    51    87 0.83 -
472352at33208_378494_0:003283|TRINITY_DN75137_c7_g5_i1:800-1183|-   -            128 581717at33208        -            249    0.0042   15.4   0.0   1   1   0.00021    0.0057   15.0   0.0   153   205     8    64     3    77 0.79 -
472352at33208_378494_0:003283|TRINITY_DN75137_c7_g5_i2:800-1183|-   -            128 581717at33208        -            249    0.0042   15.4   0.0   1   1   0.00021    0.0057   15.0   0.0   153   205     8    64     3    77 0.79 -
